"Name","Race","Gender","Class","Realm","Guild","AchievementPoints","HonorableKills","Faction","AppearanceCount","CharacterAge","PlayedTime","AchievementsTotal","ilvl"
"Santalock",10,1,9,"Tauri","Underworlds",1455,108,"Horde",0,"8 years 4 months 28 days",1008387,-1,
"Räyla",8,1,8,"Evermoon","A K A T S U K I",1455,100,"Horde",193,"4 years 7 months 0 days",593411,-1,
"Ephrael",1,1,9,"Evermoon","La Cruzada Escarlata",1455,98,"Alliance",244,"2 years 9 months 6 days",745898,9300,
"Ladiabela",10,1,12,"Evermoon","El Atardecer Sombrio",1455,98,"Horde",195,"0 years 1 months 22 days",403528,1765,828.75
"Pufikä",10,1,9,"Evermoon","Zsibbadt egerek",1455,94,"Horde",143,"2 years 1 months 14 days",553976,12630,
"Drshakalu",5,0,8,"Tauri","Kádszéle Hardcore",1455,89,"Horde",0,"16 years 6 months 22 days",1326771,-1,
"Hannina",1,1,8,"WoD","True Religion",1455,84,"Alliance",739,"0 years 7 months 21 days",100538,16165,
"Traelan",10,0,8,"Tauri","Conclusion",1455,80,"Horde",0,"11 years 0 months 24 days",1003557,-1,
"Kelzzar",6,0,11,"Evermoon","Last Minute",1455,78,"Horde",361,"1 years 5 months 12 days",378443,4480,
"Riled",4,1,10,"Evermoon","La Voluntad del Gato",1455,68,"Alliance",398,"4 years 0 months 4 days",901167,10015,
"Salviita",25,0,10,"Evermoon","Mythic Regression",1455,67,"Alliance",363,"3 years 2 months 28 days",699071,1965,
"Asag",5,0,9,"Evermoon","NobleBlood",1455,55,"Horde",370,"7 years 7 months 17 days",675281,5965,
"芝士汉堡",10,1,8,"WoD","這些年一起走過丶",1455,50,"Horde",191,"0 years 0 months 25 days",301319,4485,853.53
"Lightberry",6,0,11,"WoD","WoD Has It All",1455,49,"Horde",143,"16 years 10 months 5 days",700743,7190,
"Grimbeard",3,0,3,"Tauri","Inner Sanctum",1455,41,"Alliance",0,"17 years 0 months 11 days",1110303,-1,
"Tration",1,1,4,"Tauri","Last Whisper",1455,40,"Alliance",0,"5 years 9 months 10 days",605515,-1,
"Hibashira",2,1,3,"Tauri","Legends Never Die",1455,39,"Horde",0,"11 years 11 months 6 days",943174,-1,
"Muuwin",6,0,6,"Evermoon","Escuadrón Zero",1455,29,"Horde",328,"0 years 5 months 2 days",241306,3240,
"Ademm",8,0,1,"Evermoon","Rycerze Ortalionu",1455,27,"Horde",459,"0 years 3 months 23 days",476804,3110,843.71
"Ayaya",25,1,10,"WoD","Survivors of Lordaeron",1455,26,"Alliance",113,"9 years 6 months 9 days",266811,-1,
"Galenïa",22,1,11,"Evermoon","ARMAGEDON",1455,26,"Alliance",0,"4 years 7 months 2 days",628248,-1,
"Skynokama",1,1,8,"WoD","Fluxus",1455,26,"Alliance",0,"17 years 0 months 16 days",758428,-1,
"Krimhunts",4,1,3,"Evermoon","Red Moon Rising",1455,23,"Alliance",234,"4 years 8 months 20 days",314389,-1,
"Elhermano",11,0,10,"WoD","True Religion",1455,22,"Alliance",178,"0 years 8 months 8 days",116486,5050,
"Steelbull",6,0,11,"Evermoon","Mennyország tourist",1455,20,"Horde",272,"4 years 5 months 30 days",625568,-1,
"Comesopina",10,1,10,"Evermoon","Agencia Korkron",1455,19,"Horde",287,"4 years 1 months 7 days",571977,6940,
"Morrgoth",2,0,7,"Evermoon","ComebackGang",1455,19,"Horde",0,"3 years 11 months 22 days",448605,-1,
"Druidwarken",4,0,11,"Evermoon","American Legion",1455,18,"Alliance",305,"4 years 10 months 4 days",914086,3200,
"Fikuszhun",8,0,3,"WoD","The Exiled Glory",1455,18,"Horde",92,"9 years 6 months 0 days",344396,-1,
"Shindará",10,1,5,"Evermoon","Evil Riders",1455,18,"Horde",157,"0 years 7 months 23 days",153824,7730,
"Barbakica",2,1,4,"WoD","The Sanctuary",1455,17,"Horde",0,"2 years 0 months 27 days",159065,-1,
"Cazajup",8,0,3,"Evermoon","Blood Knights Onslaught",1455,17,"Horde",0,"5 years 0 months 4 days",1016260,-1,
"Stormrager",2,0,7,"WoD","The Great Us",1455,17,"Horde",0,"8 years 4 months 20 days",674165,-1,
"Verkashul",9,0,5,"Evermoon","The Shadow Pact",1455,17,"Horde",0,"5 years 7 months 9 days",691277,-1,
"Marijain",22,0,11,"Evermoon","The Pirate Bay",1455,15,"Alliance",0,"2 years 7 months 27 days",568287,-1,
"Jäcobs",10,1,12,"Tauri","Beton Logok Szar Karikkal",1455,14,"Horde",251,"0 years 6 months 30 days",599079,20865,848.81
"Scolix",2,0,8,"Evermoon","No Scooby Snack For You",1455,13,"Horde",0,"5 years 2 months 26 days",458161,-1,
"Mhbence",4,1,3,"Tauri","Obtritus",1455,12,"Alliance",500,"7 years 10 months 13 days",703466,3440,
"Vibrathorr",5,1,6,"Evermoon","Meet Your Makers",1455,10,"Horde",231,"6 years 2 months 5 days",925449,6955,
"Revanacabeza",10,1,12,"Evermoon","EL CARTEL DE AZEROTH",1455,9,"Horde",215,"0 years 8 months 0 days",418182,2950,847.56
"Majax",1,0,8,"Tauri","HARCOSOK KLUBJA",1455,8,"Alliance",377,"3 years 6 months 26 days",659373,3660,
"Presbiter",10,0,6,"Evermoon","Zsibbadt egerek",1455,8,"Horde",417,"2 years 2 months 2 days",495740,5295,
"Rawer",22,0,8,"Evermoon","Imbalance",1455,7,"Alliance",0,"2 years 7 months 28 days",509282,-1,
"Sumburubukta",11,1,8,"Tauri","Disznóvágók",1455,7,"Alliance",0,"12 years 9 months 12 days",1126946,-1,
"Gnomebae",7,0,8,"Tauri","Inner Sanctum",1455,6,"Alliance",0,"9 years 0 months 15 days",811479,-1,
"Kaeladams",5,0,1,"Evermoon","Pirate Bay",1455,6,"Horde",0,"5 years 1 months 15 days",335490,-1,
"Frostg",10,1,8,"WoD","Warlord",1455,5,"Horde",262,"0 years 2 months 25 days",319579,2355,733.93
"Pacogérlo",6,0,2,"Evermoon","Escuadrón Zero",1455,5,"Horde",428,"0 years 1 months 16 days",303963,1500,769.19
"Partyállat",10,0,2,"WoD","CATS",1455,5,"Horde",0,"13 years 9 months 2 days",393511,-1,
"Messacree",22,1,11,"Evermoon","Special Needs Operation",1455,4,"Alliance",459,"0 years 2 months 17 days",651795,7400,851.81
"Mimitheloco",8,0,1,"Evermoon","The Skilled Mists",1455,4,"Horde",459,"0 years 0 months 13 days",386645,1520,836.65
"Eladoore",11,1,2,"Evermoon","Test Drive",1455,3,"Alliance",573,"4 years 2 months 7 days",432976,12110,
"Samirá",10,1,1,"Evermoon","V A L H Â L L A",1455,3,"Horde",414,"0 years 8 months 23 days",221789,6305,
"Volodyan",3,0,7,"Tauri","Tauri All Stars",1455,3,"Alliance",0,"1 years 11 months 25 days",750189,-1,
"Boab",3,0,2,"Evermoon","DiamondStag",1455,2,"Alliance",477,"5 years 2 months 6 days",819780,2810,
"Gabryelo",11,0,7,"WoD","Lion Heart",1455,2,"Alliance",0,"7 years 8 months 8 days",229392,-1,
"Leodnd",1,0,1,"WoD","Bosque de Bambu",1455,2,"Alliance",432,"0 years 5 months 5 days",224370,3365,
"Bigritard",6,1,7,"WoD","WoD Has It All",1455,1,"Horde",391,"0 years 5 months 28 days",308516,18050,
"Jinsen",25,1,10,"Tauri","Tébolyodott",1455,1,"Alliance",0,"9 years 7 months 13 days",1789758,-1,
"Kodachy",4,1,10,"Evermoon","Välhalla",1455,1,"Alliance",283,"0 years 0 months 17 days",155751,6250,
"Pumuckel",11,1,7,"Evermoon","Methode",1455,1,"Alliance",324,"1 years 7 months 9 days",389838,5005,
"Voad",22,0,6,"WoD","It Burns When I PvP",1455,1,"Alliance",0,"5 years 11 months 24 days",150451,-1,
"Bedau",4,0,12,"WoD","True Religion",1455,0,"Alliance",235,"0 years 7 months 17 days",219783,6045,
"Bullshyt",6,0,7,"Evermoon","Ace of Spadez",1455,0,"Horde",405,"1 years 2 months 7 days",867068,4790,
"Chongle",25,0,10,"WoD","Down Horizont",1455,0,"Alliance",0,"8 years 10 months 1 days",435619,-1,
"Hellfish",2,0,1,"WoD","ALLAHU AKBAR",1455,0,"Horde",171,"1 years 0 months 1 days",230149,-1,
"Liilatha",10,1,12,"Evermoon","Impaired",1455,0,"Horde",156,"0 years 5 months 22 days",117640,3410,
"Melvinaro",1,0,1,"Evermoon","CREAMSTATE",1455,0,"Alliance",0,"3 years 2 months 30 days",853144,-1,
"Mulan",26,1,10,"Evermoon","Madness",1455,0,"Horde",0,"9 years 4 months 6 days",847185,-1,
"Xaneth",11,1,6,"WoD","pass me the lighter",1455,0,"Alliance",98,"6 years 3 months 24 days",121112,-1,
"Youngsosa",2,1,3,"WoD","ReadyForBattle",1455,0,"Horde",163,"2 years 10 months 5 days",89420,13640,
"Pikax",2,0,1,"WoD","",1450,28771,"Horde",0,"7 years 1 months 7 days",3411140,-1,
"Sontatsu",2,0,6,"Tauri","ForWard",1450,16998,"Horde",0,"17 years 3 months 27 days",4009526,-1,
"Konshens",2,1,7,"Evermoon","S A R M A",1450,13609,"Horde",0,"7 years 7 months 16 days",2234707,-1,
"Yeszzi",5,0,8,"WoD","Insidious",1450,12821,"Horde",0,"11 years 9 months 27 days",2087864,-1,
"Fireter",4,0,3,"Tauri","Dankó Masters",1450,9328,"Alliance",0,"12 years 10 months 27 days",1826567,-1,
"Guanjalf",1,1,8,"WoD","Mad Company",1450,7675,"Alliance",0,"6 years 3 months 24 days",1544438,-1,
"Hugybogár",8,0,4,"Evermoon","Nighthunter",1450,7669,"Horde",0,"7 years 7 months 6 days",1778644,-1,
"Kvëën",10,1,2,"WoD","",1450,7377,"Horde",0,"6 years 2 months 30 days",1088701,-1,
"Csontilla",5,1,3,"Tauri","Knights and Angels",1450,6338,"Horde",0,"12 years 1 months 16 days",1870889,-1,
"Vidami",4,1,11,"Evermoon","Cruzada de Los Andes",1450,6214,"Alliance",0,"7 years 4 months 4 days",1433636,-1,
"Lackesz",2,0,8,"Tauri","Forgotten Warriors",1450,5581,"Horde",0,"11 years 8 months 1 days",1128240,-1,
"Dommor",5,0,8,"WoD","There is no Hope",1450,5322,"Horde",0,"16 years 2 months 3 days",1092376,-1,
"Wraxx",4,0,6,"WoD","Cukorborsó",1450,5162,"Alliance",0,"9 years 8 months 13 days",708909,-1,
"Vulcanx",6,0,11,"Tauri","",1450,5071,"Horde",0,"14 years 4 months 13 days",1670315,-1,
"Lastmonk",1,1,10,"WoD","cpxHEROES",1450,5010,"Alliance",0,"5 years 3 months 2 days",728639,-1,
"Sheaamus",1,0,1,"WoD","Friends with Benefits",1450,4911,"Alliance",188,"13 years 10 months 22 days",921256,2755,
"Kenaru",10,0,3,"Evermoon","La Divina Comedia",1450,4615,"Horde",0,"5 years 10 months 21 days",1211206,-1,
"Doboz",8,0,3,"Tauri","WildHordeClan",1450,3988,"Horde",0,"15 years 9 months 23 days",994956,-1,
"Enájölét",3,1,9,"Tauri","THE GOD IS HERE",1450,3953,"Alliance",0,"10 years 10 months 27 days",1082141,-1,
"Tebris",1,1,8,"Evermoon","Ex Nihilo",1450,3823,"Alliance",268,"6 years 3 months 2 days",1067740,3450,
"Yeul",11,1,5,"Evermoon","Nice Day for Fishin",1450,3789,"Alliance",213,"1 years 9 months 29 days",905292,15315,
"Prayx",1,1,5,"WoD","",1450,3725,"Alliance",0,"6 years 0 months 30 days",2426747,-1,
"Lyukszi",8,1,11,"WoD","",1450,3467,"Horde",0,"6 years 1 months 24 days",618928,-1,
"Naturkill",11,1,7,"WoD","",1450,3465,"Alliance",0,"15 years 3 months 11 days",628826,-1,
"Lockintosh",2,0,9,"Tauri","",1450,3315,"Horde",0,"6 years 5 months 5 days",1220940,-1,
"Promedic",1,0,5,"Evermoon","FallenAngels",1450,3061,"Alliance",302,"2 years 4 months 21 days",744105,-1,
"Rubycona",1,1,9,"Evermoon","Draconis",1450,3043,"Alliance",263,"4 years 3 months 17 days",1031649,2845,
"Boof",2,1,3,"WoD","JAJEJAJEJAJEJAJEJAJEJAJE",1450,3041,"Horde",150,"8 years 9 months 6 days",518548,-1,
"Zynerix",4,1,3,"Evermoon","Mythiçal",1450,2996,"Alliance",486,"0 years 5 months 3 days",646165,4645,764.53
"Finalfury",2,0,1,"Evermoon","Escuadrón Zero",1450,2803,"Horde",561,"0 years 11 months 13 days",666568,2810,
"Denneris",1,1,4,"WoD","Rohamosztag",1450,2792,"Alliance",128,"1 years 0 months 19 days",662173,1870,
"Hillbilly",3,0,3,"WoD","",1450,2777,"Alliance",0,"5 years 9 months 21 days",363158,-1,
"Algopirin",1,1,9,"WoD","RICH GANG",1450,2739,"Alliance",0,"15 years 10 months 14 days",837868,-1,
"Antraxjr",1,1,1,"WoD","",1450,2721,"Alliance",211,"8 years 6 months 6 days",3500815,-1,
"Benceac",2,0,7,"Tauri","The Power of Dark",1450,2699,"Horde",283,"10 years 6 months 30 days",1482001,10260,
"Dyinghunter",2,0,3,"Tauri","",1450,2541,"Horde",0,"12 years 2 months 4 days",1048205,-1,
"Mamukoberci",1,1,1,"WoD","VILLANYÓRA",1450,2373,"Alliance",0,"9 years 1 months 11 days",1801677,-1,
"Frënchkîss",2,1,4,"Evermoon","",1450,2341,"Horde",0,"5 years 11 months 7 days",934598,-1,
"Djmajom",5,0,9,"Tauri","genezis",1450,2338,"Horde",0,"13 years 2 months 18 days",1104819,-1,
"Pusztitotuz",6,0,7,"Tauri","Skism",1450,2297,"Horde",0,"15 years 10 months 25 days",1246933,-1,
"Lumpen",25,1,7,"Evermoon","Guardianes de Ragnaros",1450,2267,"Alliance",0,"6 years 4 months 13 days",828797,-1,
"Norbertsip",4,0,3,"WoD","Neuton Maximus",1450,2187,"Alliance",0,"10 years 3 months 23 days",657754,-1,
"Killerstar",4,1,4,"Evermoon","El Estanquillo",1450,2076,"Alliance",279,"2 years 7 months 26 days",754341,4125,
"Dyriuss",1,0,5,"Evermoon","Tempest",1450,2062,"Alliance",0,"7 years 1 months 20 days",686420,-1,
"Lanthorn",5,0,5,"Tauri","TeamWork",1450,1867,"Horde",0,"6 years 5 months 3 days",452704,-1,
"Zabadu",5,0,4,"WoD","JAJEJAJEJAJEJAJEJAJEJAJE",1450,1860,"Horde",125,"3 years 8 months 16 days",696842,7115,
"Mushae",26,1,10,"Evermoon","Random Guild",1450,1851,"Horde",0,"6 years 11 months 26 days",997080,-1,
"Lunaren",22,1,5,"Evermoon","La Cruzada Escarlata",1450,1834,"Alliance",507,"4 years 3 months 20 days",739683,5910,
"Emberrugodug",1,0,4,"WoD","Nagy a PvPéniszem",1450,1803,"Alliance",0,"9 years 7 months 30 days",861420,-1,
"Cézár",2,1,4,"Tauri","FABULESS",1450,1779,"Horde",0,"13 years 0 months 29 days",531159,-1,
"Galvanize",8,1,7,"Tauri","Ill",1450,1720,"Horde",0,"13 years 8 months 1 days",679158,-1,
"Oldbird",3,0,3,"Tauri","Death Note",1450,1703,"Alliance",497,"12 years 5 months 3 days",962522,-1,
"Therealdeal",10,0,6,"Evermoon","A Murder of Crows",1450,1568,"Horde",439,"0 years 2 months 29 days",686003,1505,821.13
"Akarit",10,1,3,"Evermoon","Spirits of Elune",1450,1541,"Horde",445,"0 years 10 months 14 days",499911,1505,
"Matyibo",5,0,6,"WoD","Szétcsaplak PvP Guild",1450,1536,"Horde",0,"8 years 0 months 18 days",583432,-1,
"Callightman",7,0,8,"WoD","Warhead",1450,1469,"Alliance",0,"14 years 1 months 24 days",712700,-1,
"Crystallize",1,1,8,"WoD","",1450,1438,"Alliance",0,"10 years 7 months 18 days",629773,-1,
"Tóbbiás",8,0,1,"Tauri","Angels of Faith",1450,1419,"Horde",0,"11 years 6 months 10 days",888411,-1,
"Stormhug",11,1,7,"Evermoon","Innkeepers",1450,1413,"Alliance",0,"8 years 1 months 10 days",860230,-1,
"Profene",11,0,6,"Tauri","El Latino Sabrosón",1450,1407,"Alliance",0,"6 years 3 months 30 days",530784,-1,
"Ayanex",1,1,3,"Evermoon","Ex Nihilo",1450,1381,"Alliance",515,"0 years 4 months 17 days",424882,1515,
"Vhorad",5,0,6,"WoD","CATS",1450,1362,"Horde",121,"11 years 2 months 19 days",639658,15605,
"Afraidtofail",25,1,10,"Tauri","",1450,1361,"Alliance",0,"7 years 5 months 23 days",456018,-1,
"Bittersweety",10,1,2,"Tauri","League of Brotherhood",1450,1349,"Horde",0,"12 years 7 months 13 days",578148,-1,
"Darkmystogan",10,0,12,"Evermoon","A Murder of Crows",1450,1329,"Horde",148,"0 years 7 months 28 days",354553,10590,
"Morppheus",8,0,7,"WoD","Betyársereg WOW",1450,1297,"Horde",0,"13 years 4 months 8 days",838505,-1,
"Brejcha",5,0,4,"Tauri","Aljanépség",1450,1242,"Horde",0,"5 years 11 months 30 days",674399,-1,
"Obayd",1,0,8,"Evermoon","RÏOT",1450,1241,"Alliance",246,"0 years 2 months 3 days",810882,2040,
"Madnessxd",1,0,3,"Evermoon","",1450,1240,"Alliance",0,"6 years 0 months 15 days",1022836,-1,
"Ekaterina",4,1,11,"Tauri","Lighting Darkness",1450,1233,"Alliance",0,"8 years 2 months 13 days",785468,-1,
"Dontrootme",1,1,3,"WoD","Rohamosztag",1450,1197,"Alliance",0,"6 years 7 months 8 days",349027,-1,
"Medorax",1,0,9,"Tauri","Sinister",1450,1189,"Alliance",0,"13 years 9 months 9 days",1232732,-1,
"Dalra",4,0,3,"Evermoon","Thunder",1450,1182,"Alliance",658,"2 years 11 months 25 days",1225971,2355,789.8
"Vérfaló",10,1,12,"Evermoon","Zsibbadt egerek",1450,1148,"Horde",276,"0 years 6 months 4 days",631162,7105,825.38
"Lupfy",4,1,11,"Tauri","Exemplar",1450,1131,"Alliance",0,"10 years 2 months 21 days",784499,-1,
"Evilempir",5,0,8,"WoD","",1450,1127,"Horde",0,"5 years 9 months 28 days",362494,-1,
"Freiyae",11,1,3,"Evermoon","Rouages et Marteaux",1450,1104,"Alliance",574,"2 years 3 months 29 days",536087,13670,
"Dreyxer",4,0,3,"Evermoon","la caida de Sargeras",1450,1064,"Alliance",485,"3 years 7 months 26 days",652548,4465,
"ßäckstab",7,0,4,"WoD","Triumviratius",1450,1063,"Alliance",0,"11 years 4 months 0 days",568378,-1,
"Bettiurno",1,1,3,"Tauri","TrendX",1450,1056,"Alliance",0,"7 years 7 months 7 days",915564,-1,
"Pifi",2,0,3,"WoD","Hunnia Égi Serege",1450,1055,"Horde",0,"17 years 2 months 5 days",974409,-1,
"Epigenetika",4,0,12,"Tauri","Outlaws",1450,1024,"Alliance",145,"0 years 8 months 0 days",388304,23145,781.81
"Riadne",9,1,8,"Tauri","Despair",1450,1016,"Horde",0,"12 years 1 months 16 days",914064,-1,
"Paydelard",1,0,1,"WoD","descop",1450,1015,"Alliance",0,"14 years 6 months 21 days",444534,-1,
"Déémon",11,0,7,"Tauri","ernourasag zsoldosai",1450,1003,"Alliance",0,"13 years 7 months 6 days",1028709,-1,
"Znon",1,1,1,"Evermoon","",1450,986,"Alliance",0,"7 years 11 months 16 days",552021,-1,
"Malteada",10,1,5,"Evermoon","Dioses del Pve",1450,953,"Horde",0,"5 years 1 months 11 days",460920,-1,
"Kancsósviz",2,0,3,"Tauri","Vicsorgó Fakutyäk",1450,922,"Horde",0,"16 years 8 months 1 days",1288351,-1,
"Sanamancotes",10,1,5,"Evermoon","El Atardecer Sombrio",1450,918,"Horde",301,"4 years 10 months 22 days",723601,4590,
"Linareariel",11,1,2,"Evermoon","Crows at Midnight",1450,909,"Alliance",377,"0 years 4 months 4 days",489836,11440,
"Tagere",4,0,4,"Tauri","ASYLUM",1450,887,"Alliance",0,"17 years 0 months 29 days",1214026,-1,
"Gaeldan",4,0,11,"Evermoon","La Cruzada Escarlata",1450,869,"Alliance",372,"0 years 8 months 21 days",443395,-1,
"Kundu",2,0,7,"Evermoon","One of the Beachy Boys",1450,868,"Horde",253,"5 years 10 months 1 days",505332,6840,
"Lebensmüde",4,0,6,"Tauri","Sadbois",1450,866,"Alliance",0,"6 years 3 months 20 days",640819,-1,
"Tieron",10,0,3,"Evermoon","Might and Magic",1450,859,"Horde",452,"1 years 10 months 4 days",764648,20710,
"Lyptøn",5,0,4,"WoD","AlDS",1450,851,"Horde",0,"11 years 1 months 18 days",514207,-1,
"Teresthia",10,1,9,"Evermoon","GUARDIANES DE LA HORDA",1450,826,"Horde",247,"2 years 5 months 24 days",397397,7775,
"Demonhusky",2,1,4,"Tauri","TeamWork",1450,811,"Horde",415,"5 years 5 months 16 days",461669,-1,
"Frz",3,0,7,"Tauri","Force of Alliance",1450,811,"Alliance",0,"8 years 0 months 23 days",671554,-1,
"Shaniæ",1,1,10,"Evermoon","Noobs",1450,811,"Alliance",355,"5 years 5 months 5 days",785974,12450,
"Sodasterioo",6,0,1,"Evermoon","deeznuts",1450,797,"Horde",359,"1 years 7 months 13 days",688623,2950,712.56
"Hordeneer",10,0,6,"Tauri","Midnight Moon",1450,778,"Horde",0,"10 years 0 months 7 days",508646,-1,
"Charg",2,1,1,"Evermoon","",1450,739,"Horde",0,"5 years 0 months 19 days",616246,-1,
"Cucoriedka",6,0,7,"Evermoon","No Limit Soldiers",1450,725,"Horde",0,"4 years 10 months 25 days",541888,-1,
"Elanara",4,1,3,"Evermoon","Thunder",1450,725,"Alliance",369,"0 years 4 months 7 days",323488,3535,824.87
"Kisgangsta",2,0,1,"Tauri","KIN Allstars",1450,709,"Horde",0,"8 years 4 months 21 days",687140,-1,
"Burikat",22,1,11,"WoD","Two Joints",1450,687,"Alliance",0,"7 years 3 months 1 days",179028,-1,
"Firestormuy",11,0,7,"Evermoon","La Voluntad del Gato",1450,687,"Alliance",487,"1 years 11 months 15 days",559168,6035,
"Mitakoludako",3,0,10,"Evermoon","Thunder",1450,682,"Alliance",418,"0 years 8 months 30 days",361847,5610,774.69
"Apeszkó",9,0,6,"Evermoon","Dark Forest",1450,655,"Horde",252,"0 years 5 months 28 days",195956,10110,
"Pyrorukus",1,0,1,"Tauri","The Barricade",1450,653,"Alliance",0,"9 years 11 months 17 days",600686,-1,
"Lyinx",4,0,11,"Evermoon","Fekete Hold",1450,645,"Alliance",194,"5 years 6 months 14 days",611629,5135,830.06
"Mertakaa",4,0,12,"Evermoon","Thunder",1450,604,"Alliance",244,"0 years 1 months 30 days",331930,2280,844.06
"Shadës",1,0,2,"Evermoon","Ronin",1450,593,"Alliance",427,"0 years 4 months 24 days",296576,3790,
"Ellydius",4,0,12,"Evermoon","Soulflame Syndicate",1450,577,"Alliance",179,"0 years 8 months 0 days",330400,17625,833.88
"Tionacho",10,0,12,"Evermoon","Solo Leveling",1450,577,"Horde",106,"0 years 8 months 0 days",147410,23245,
"韩松",5,0,8,"WoD","EE",1450,570,"Horde",0,"7 years 4 months 21 days",431805,-1,
"Garruda",10,1,12,"Evermoon","EL CARTEL DE AZEROTH",1450,564,"Horde",100,"0 years 4 months 14 days",125330,8910,
"Bourraicho",26,0,10,"Evermoon","Escuadrón Zero",1450,560,"Horde",253,"0 years 6 months 11 days",310709,5775,
"Zaitrons",6,0,11,"Evermoon","Hijos De Odyn",1450,545,"Horde",502,"0 years 9 months 16 days",481553,5910,773.63
"Orangecar",1,0,8,"Evermoon","ThugC",1450,536,"Alliance",466,"0 years 6 months 25 days",684423,1535,
"Maxolislager",1,1,6,"WoD","Magam útját járom",1450,525,"Alliance",0,"6 years 0 months 17 days",577755,-1,
"Teskiyah",8,1,5,"Tauri","Chocolate Starfish",1450,499,"Horde",0,"6 years 6 months 15 days",354972,-1,
"Ariathos",10,0,2,"Evermoon","Ace of Spadez",1450,498,"Horde",491,"1 years 7 months 1 days",633030,4455,
"Guavä",4,1,6,"Tauri","TheDreamWalkers",1450,441,"Alliance",0,"15 years 11 months 30 days",801966,-1,
"Slambchop",3,0,1,"Evermoon","ALL YOU CAN EAT",1450,419,"Alliance",368,"0 years 9 months 4 days",249202,1820,
"Horrorrock",5,0,9,"Tauri","Underworlds",1450,418,"Horde",0,"10 years 8 months 28 days",1335757,-1,
"Knipplles",2,0,1,"Evermoon","Strictly Casual",1450,398,"Horde",398,"4 years 9 months 24 days",624543,3370,851.75
"Thezvire",2,0,4,"Evermoon","BECOME A LEGEND",1450,398,"Horde",0,"6 years 6 months 24 days",560357,-1,
"Cherako",6,1,7,"Evermoon","T E M P E S T",1450,385,"Horde",0,"5 years 10 months 27 days",690638,-1,
"Akamy",4,1,10,"Evermoon","Välhalla",1450,376,"Alliance",0,"5 years 2 months 24 days",1263097,-1,
"Ønenightstab",1,0,4,"Tauri","Woodland Critters",1450,360,"Alliance",0,"6 years 4 months 14 days",578304,-1,
"Tchibo",11,1,7,"Tauri","Mókuska",1450,356,"Alliance",0,"10 years 1 months 11 days",857003,-1,
"Cms",10,0,4,"Evermoon","Amanecer Doradø",1450,352,"Horde",221,"1 years 11 months 6 days",672102,7565,
"Kangars",26,0,8,"Evermoon","Prodigy",1450,340,"Horde",0,"9 years 4 months 9 days",613878,-1,
"Abracadabruh",26,0,8,"WoD","SOCIAL CLUB",1450,330,"Horde",151,"1 years 10 months 21 days",111882,17415,
